Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
26.03.2024 05:30;26.03.2024 05:45;2.862,25;2.862,75;0,50;1.425,00
26.03.2024 05:45;26.03.2024 06:00;2.913,50;2.914,25;0,75;1.426,75
26.03.2024 06:00;26.03.2024 06:15;2.968,00;2.969,25;1,25;1.425,25
26.03.2024 06:15;26.03.2024 06:30;3.021,25;3.022,00;0,75;1.425,75
26.03.2024 06:30;26.03.2024 06:45;3.099,00;3.099,50;0,50;1.420,75
26.03.2024 06:45;26.03.2024 07:00;3.183,25;3.183,50;0,25;1.362,00
26.03.2024 07:00;26.03.2024 07:15;3.253,75;3.253,75;0,00;1.292,75
26.03.2024 07:15;26.03.2024 07:30;3.311,00;3.311,00;0,00;1.192,75
26.03.2024 07:30;26.03.2024 07:45;3.353,50;3.353,50;0,00;1.134,75
26.03.2024 07:45;26.03.2024 08:00;3.399,75;3.401,75;2,00;1.102,50
26.03.2024 08:00;26.03.2024 08:15;3.434,75;3.435,00;0,25;1.023,75
26.03.2024 08:15;26.03.2024 08:30;3.433,75;3.434,00;0,25;915,25
26.03.2024 08:30;26.03.2024 08:45;3.444,25;3.445,50;1,25;900,00
26.03.2024 08:45;26.03.2024 09:00;3.445,00;3.449,75;4,75;797,25
26.03.2024 09:00;26.03.2024 09:15;3.360,00;3.407,50;47,50;595,25
26.03.2024 09:15;26.03.2024 09:30;3.344,50;3.438,75;94,25;432,75
26.03.2024 09:30;26.03.2024 09:45;3.340,25;3.454,75;114,50;250,50
26.03.2024 09:45;26.03.2024 10:00;3.286,25;3.498,00;211,75;86,00
26.03.2024 10:00;26.03.2024 10:15;3.183,50;3.506,50;323,00;-173,25
26.03.2024 10:15;26.03.2024 10:30;3.206,00;3.584,75;378,75;-314,00
26.03.2024 10:30;26.03.2024 10:45;3.199,75;3.594,50;394,75;-452,25
26.03.2024 10:45;26.03.2024 11:00;3.181,75;3.651,00;469,25;-582,50
26.03.2024 11:00;26.03.2024 11:15;3.191,00;3.554,25;363,25;-686,50
26.03.2024 11:15;26.03.2024 11:30;3.179,50;3.525,00;345,50;-759,00
26.03.2024 11:30;26.03.2024 11:45;3.186,50;3.547,50;361,00;-796,50
26.03.2024 11:45;26.03.2024 12:00;3.172,75;3.590,50;417,75;-789,25
26.03.2024 12:00;26.03.2024 12:15;3.224,00;3.590,00;366,00;-670,25
26.03.2024 12:15;26.03.2024 12:30;3.202,25;3.612,00;409,75;-617,50
26.03.2024 12:30;26.03.2024 12:45;3.187,25;3.596,50;409,25;-584,50
26.03.2024 12:45;26.03.2024 13:00;3.198,50;3.473,50;275,00;-500,00
26.03.2024 13:00;26.03.2024 13:15;3.263,75;3.609,25;345,50;-333,50
26.03.2024 13:15;26.03.2024 13:30;3.254,25;3.618,00;363,75;-300,75
26.03.2024 13:30;26.03.2024 13:45;3.246,75;3.656,50;409,75;-281,25
26.03.2024 13:45;26.03.2024 14:00;3.226,50;3.639,75;413,25;-205,00
26.03.2024 14:00;26.03.2024 14:15;3.204,25;3.655,00;450,75;-87,25
26.03.2024 14:15;26.03.2024 14:30;3.179,00;3.576,00;397,00;-6,50
26.03.2024 14:30;26.03.2024 14:45;3.206,00;3.553,50;347,50;130,00
26.03.2024 14:45;26.03.2024 15:00;3.161,75;3.419,50;257,75;183,25
26.03.2024 15:00;26.03.2024 15:15;3.154,75;3.609,00;454,25;360,00
26.03.2024 15:15;26.03.2024 15:30;3.105,25;3.484,50;379,25;390,75
26.03.2024 15:30;26.03.2024 15:45;3.151,00;3.414,25;263,25;574,25
26.03.2024 15:45;26.03.2024 16:00;3.140,25;3.312,25;172,00;708,50
26.03.2024 16:00;26.03.2024 16:15;3.290,75;3.422,50;131,75;870,50
26.03.2024 16:15;26.03.2024 16:30;3.283,50;3.290,75;7,25;1.018,25
26.03.2024 16:30;26.03.2024 16:45;3.311,50;3.312,25;0,75;1.200,25
26.03.2024 16:45;26.03.2024 17:00;3.318,25;3.318,25;0,00;1.353,25
26.03.2024 17:00;26.03.2024 17:15;3.414,75;3.414,75;0,00;1.542,75
26.03.2024 17:15;26.03.2024 17:30;3.435,75;3.435,75;0,00;1.644,00
26.03.2024 17:30;26.03.2024 17:45;3.461,00;3.461,00;0,00;1.712,50
26.03.2024 17:45;26.03.2024 18:00;3.472,25;3.472,25;0,00;1.774,50
26.03.2024 18:00;26.03.2024 18:15;3.539,50;3.539,50;0,00;1.844,00
26.03.2024 18:15;26.03.2024 18:30;3.570,50;3.570,50;0,00;1.853,25
26.03.2024 18:30;26.03.2024 18:45;3.582,00;3.582,00;0,00;1.826,00
26.03.2024 18:45;26.03.2024 19:00;3.640,75;3.640,75;0,00;1.833,25
26.03.2024 19:00;26.03.2024 19:15;3.686,75;3.686,75;0,00;1.824,00
26.03.2024 19:15;26.03.2024 19:30;3.694,25;3.694,25;0,00;1.755,00
26.03.2024 19:30;26.03.2024 19:45;3.666,00;3.666,00;0,00;1.642,50
26.03.2024 19:45;26.03.2024 20:00;3.671,75;3.671,75;0,00;1.597,25
26.03.2024 20:00;26.03.2024 20:15;3.631,75;3.631,75;0,00;1.497,00
26.03.2024 20:15;26.03.2024 20:30;3.566,75;3.566,75;0,00;1.416,25
26.03.2024 20:30;26.03.2024 20:45;3.525,50;3.525,50;0,00;1.398,25
26.03.2024 20:45;26.03.2024 21:00;3.501,25;3.501,50;0,25;1.379,25
26.03.2024 21:00;26.03.2024 21:15;3.444,00;3.444,25;0,25;1.346,75
26.03.2024 21:15;26.03.2024 21:30;3.385,00;3.386,00;1,00;1.320,75
26.03.2024 21:30;26.03.2024 21:45;3.315,50;3.316,25;0,75;1.283,50
26.03.2024 21:45;26.03.2024 22:00;3.272,50;3.273,25;0,75;1.282,50
26.03.2024 22:00;26.03.2024 22:15;3.212,00;3.213,75;1,75;1.295,75
26.03.2024 22:15;26.03.2024 22:30;3.161,50;3.163,75;2,25;1.248,00
26.03.2024 22:30;26.03.2024 22:45;3.118,50;3.120,75;2,25;1.227,75
26.03.2024 22:45;26.03.2024 23:00;3.064,50;3.066,50;2,00;1.186,00
26.03.2024 23:00;26.03.2024 23:15;2.976,00;2.978,25;2,25;1.123,00
26.03.2024 23:15;26.03.2024 23:30;2.935,25;2.937,25;2,00;1.126,25
26.03.2024 23:30;26.03.2024 23:45;2.889,50;2.890,25;0,75;1.101,25
26.03.2024 23:45;27.03.2024 00:00;2.855,00;2.861,00;6,00;1.051,00
27.03.2024 00:00;27.03.2024 00:15;2.757,00;2.949,75;192,75;945,25
27.03.2024 00:15;27.03.2024 00:30;2.730,50;2.925,75;195,25;931,75
27.03.2024 00:30;27.03.2024 00:45;2.729,00;2.923,50;194,50;928,25
27.03.2024 00:45;27.03.2024 01:00;2.721,75;2.924,50;202,75;936,25
27.03.2024 01:00;27.03.2024 01:15;2.655,00;3.051,25;396,25;885,50
27.03.2024 01:15;27.03.2024 01:30;2.660,25;3.067,50;407,25;910,50
27.03.2024 01:30;27.03.2024 01:45;2.603,00;3.011,00;408,00;896,25
27.03.2024 01:45;27.03.2024 02:00;2.602,00;3.009,75;407,75;943,50
27.03.2024 02:00;27.03.2024 02:15;2.555,50;2.956,50;401,00;910,00
27.03.2024 02:15;27.03.2024 02:30;2.594,75;3.001,00;406,25;931,50
27.03.2024 02:30;27.03.2024 02:45;2.606,25;3.011,25;405,00;931,50
27.03.2024 02:45;27.03.2024 03:00;2.589,50;2.996,00;406,50;900,50
27.03.2024 03:00;27.03.2024 03:15;2.598,00;3.009,00;411,00;905,25
27.03.2024 03:15;27.03.2024 03:30;2.635,00;3.047,50;412,50;929,50
27.03.2024 03:30;27.03.2024 03:45;2.657,75;3.071,00;413,25;947,25
27.03.2024 03:45;27.03.2024 04:00;2.672,75;3.085,25;412,50;970,75
27.03.2024 04:00;27.03.2024 04:15;2.694,50;2.938,25;243,75;981,50
27.03.2024 04:15;27.03.2024 04:30;2.718,00;2.947,25;229,25;980,75
27.03.2024 04:30;27.03.2024 04:45;2.775,25;3.004,25;229,00;1.009,25
27.03.2024 04:45;27.03.2024 05:00;2.828,00;3.057,00;229,00;1.053,75
27.03.2024 05:00;27.03.2024 05:15;2.896,75;2.911,50;14,75;1.104,50
27.03.2024 05:15;27.03.2024 05:30;2.942,25;2.945,25;3,00;1.136,00
27.03.2024 05:30;27.03.2024 05:45;2.992,25;2.994,50;2,25;1.191,25
27.03.2024 05:45;27.03.2024 06:00;3.002,00;3.004,75;2,75;1.203,50
27.03.2024 06:00;27.03.2024 06:15;3.064,75;3.065,75;1,00;1.253,25
27.03.2024 06:15;27.03.2024 06:30;3.130,75;3.131,25;0,50;1.307,25
27.03.2024 06:30;27.03.2024 06:45;3.141,00;3.141,50;0,50;1.293,25
27.03.2024 06:45;27.03.2024 07:00;3.192,50;3.192,75;0,25;1.282,00
27.03.2024 07:00;27.03.2024 07:15;3.292,75;3.292,75;0,00;1.318,50
27.03.2024 07:15;27.03.2024 07:30;3.360,75;3.360,75;0,00;1.352,00
27.03.2024 07:30;27.03.2024 07:45;3.361,25;3.361,25;0,00;1.317,50
27.03.2024 07:45;27.03.2024 08:00;3.408,50;3.408,50;0,00;1.355,25
27.03.2024 08:00;27.03.2024 08:15;3.433,75;3.434,25;0,50;1.378,50
27.03.2024 08:15;27.03.2024 08:30;3.422,00;3.422,00;0,00;1.326,50
27.03.2024 08:30;27.03.2024 08:45;3.408,75;3.408,75;0,00;1.213,00
27.03.2024 08:45;27.03.2024 09:00;3.405,75;3.405,75;0,00;1.117,00
27.03.2024 09:00;27.03.2024 09:15;3.350,25;3.354,50;4,25;982,00
27.03.2024 09:15;27.03.2024 09:30;3.374,00;3.419,25;45,25;928,00
27.03.2024 09:30;27.03.2024 09:45;3.385,50;3.456,75;71,25;818,75
27.03.2024 09:45;27.03.2024 10:00;3.285,75;3.426,75;141,00;634,50
27.03.2024 10:00;27.03.2024 10:15;3.142,75;3.405,50;262,75;395,25
27.03.2024 10:15;27.03.2024 10:30;3.130,75;3.447,75;317,00;211,75
27.03.2024 10:30;27.03.2024 10:45;3.110,00;3.521,50;411,50;121,25
27.03.2024 10:45;27.03.2024 11:00;3.075,75;3.476,25;400,50;50,75
27.03.2024 11:00;27.03.2024 11:15;3.061,50;3.375,00;313,50;-0,75
27.03.2024 11:15;27.03.2024 11:30;3.082,25;3.419,75;337,50;-9,50
27.03.2024 11:30;27.03.2024 11:45;3.075,25;3.426,25;351,00;-33,25
27.03.2024 11:45;27.03.2024 12:00;3.077,25;3.493,25;416,00;17,75
27.03.2024 12:00;27.03.2024 12:15;3.062,00;3.462,25;400,25;-1,25
27.03.2024 12:15;27.03.2024 12:30;3.085,50;3.486,50;401,00;47,00
27.03.2024 12:30;27.03.2024 12:45;3.075,25;3.480,50;405,25;94,00
27.03.2024 12:45;27.03.2024 13:00;3.062,50;3.442,00;379,50;119,50
27.03.2024 13:00;27.03.2024 13:15;3.009,00;3.462,25;453,25;81,00
27.03.2024 13:15;27.03.2024 13:30;3.022,00;3.478,00;456,00;159,00
27.03.2024 13:30;27.03.2024 13:45;3.019,25;3.519,75;500,50;185,50
27.03.2024 13:45;27.03.2024 14:00;3.018,50;3.520,25;501,75;210,25
27.03.2024 14:00;27.03.2024 14:15;3.075,75;3.282,25;206,50;359,75
27.03.2024 14:15;27.03.2024 14:30;3.085,75;3.204,25;118,50;480,25
27.03.2024 14:30;27.03.2024 14:45;3.080,00;3.130,50;50,50;576,00
27.03.2024 14:45;27.03.2024 15:00;3.075,25;3.081,25;6,00;695,75
27.03.2024 15:00;27.03.2024 15:15;3.170,25;3.225,25;55,00;897,75
27.03.2024 15:15;27.03.2024 15:30;3.122,00;3.126,50;4,50;1.013,50
27.03.2024 15:30;27.03.2024 15:45;3.089,00;3.092,25;3,25;1.132,75
27.03.2024 15:45;27.03.2024 16:00;3.092,00;3.095,50;3,50;1.259,25
27.03.2024 16:00;27.03.2024 16:15;3.084,00;3.086,75;2,75;1.391,75
27.03.2024 16:15;27.03.2024 16:30;3.093,75;3.095,25;1,50;1.548,25
27.03.2024 16:30;27.03.2024 16:45;3.077,00;3.078,25;1,25;1.693,25
27.03.2024 16:45;27.03.2024 17:00;3.070,50;3.071,75;1,25;1.831,75
27.03.2024 17:00;27.03.2024 17:15;3.111,25;3.112,50;1,25;2.002,00
27.03.2024 17:15;27.03.2024 17:30;3.150,00;3.151,50;1,50;2.121,75
27.03.2024 17:30;27.03.2024 17:45;3.182,25;3.182,25;0,00;2.252,00
27.03.2024 17:45;27.03.2024 18:00;3.181,00;3.181,00;0,00;2.307,50
27.03.2024 18:00;27.03.2024 18:15;3.224,00;3.224,00;0,00;2.374,00
27.03.2024 18:15;27.03.2024 18:30;3.250,50;3.250,50;0,00;2.415,25
27.03.2024 18:30;27.03.2024 18:45;3.241,75;3.241,75;0,00;2.391,50
27.03.2024 18:45;27.03.2024 19:00;3.289,00;3.289,00;0,00;2.398,00
27.03.2024 19:00;27.03.2024 19:15;3.305,50;3.305,50;0,00;2.394,75
27.03.2024 19:15;27.03.2024 19:30;3.279,00;3.279,00;0,00;2.358,50
27.03.2024 19:30;27.03.2024 19:45;3.284,25;3.284,25;0,00;2.328,00
27.03.2024 19:45;27.03.2024 20:00;3.268,25;3.268,25;0,00;2.264,00
27.03.2024 20:00;27.03.2024 20:15;3.204,25;3.204,25;0,00;2.164,75
27.03.2024 20:15;27.03.2024 20:30;3.150,00;3.150,00;0,00;2.077,25
27.03.2024 20:30;27.03.2024 20:45;3.120,00;3.120,00;0,00;2.026,00
27.03.2024 20:45;27.03.2024 21:00;3.120,50;3.124,25;3,75;2.034,25
27.03.2024 21:00;27.03.2024 21:15;3.038,50;3.090,50;52,00;1.966,75
27.03.2024 21:15;27.03.2024 21:30;2.966,00;2.978,00;12,00;1.894,00
27.03.2024 21:30;27.03.2024 21:45;2.918,25;2.924,25;6,00;1.863,50
27.03.2024 21:45;27.03.2024 22:00;2.879,75;2.928,75;49,00;1.812,00
27.03.2024 22:00;27.03.2024 22:15;2.841,25;2.897,50;56,25;1.783,75
27.03.2024 22:15;27.03.2024 22:30;2.786,75;2.796,75;10,00;1.711,00
27.03.2024 22:30;27.03.2024 22:45;2.728,00;2.734,75;6,75;1.637,50
27.03.2024 22:45;27.03.2024 23:00;2.705,50;2.789,00;83,50;1.573,75
27.03.2024 23:00;27.03.2024 23:15;2.665,50;2.675,50;10,00;1.489,25
27.03.2024 23:15;27.03.2024 23:30;2.659,25;2.665,75;6,50;1.432,25
27.03.2024 23:30;27.03.2024 23:45;2.617,25;2.624,50;7,25;1.376,75
27.03.2024 23:45;28.03.2024 00:00;2.595,00;2.602,50;7,50;1.317,25
28.03.2024 00:00;28.03.2024 00:15;2.572,75;2.580,00;7,25;1.269,50
28.03.2024 00:15;28.03.2024 00:30;2.566,50;2.573,75;7,25;1.249,25
28.03.2024 00:30;28.03.2024 00:45;2.530,50;2.537,75;7,25;1.184,25
28.03.2024 00:45;28.03.2024 01:00;2.502,00;2.509,25;7,25;1.144,50
28.03.2024 01:00;28.03.2024 01:15;2.472,00;2.479,25;7,25;1.118,75
28.03.2024 01:15;28.03.2024 01:30;2.470,25;2.477,50;7,25;1.095,00
28.03.2024 01:30;28.03.2024 01:45;2.483,00;2.489,25;6,25;1.078,75
28.03.2024 01:45;28.03.2024 02:00;2.471,00;2.477,00;6,00;1.057,50
28.03.2024 02:00;28.03.2024 02:15;2.465,25;2.471,25;6,00;989,25
28.03.2024 02:15;28.03.2024 02:30;2.471,25;2.477,25;6,00;895,75
28.03.2024 02:30;28.03.2024 02:45;2.463,50;2.469,50;6,00;758,75
28.03.2024 02:45;28.03.2024 03:00;2.521,00;2.529,50;8,50;687,00
28.03.2024 03:00;28.03.2024 03:15;2.578,50;2.652,50;74,00;632,25
28.03.2024 03:15;28.03.2024 03:30;2.578,25;2.717,25;139,00;533,25
28.03.2024 03:30;28.03.2024 03:45;2.582,50;2.729,25;146,75;417,00
28.03.2024 03:45;28.03.2024 04:00;2.607,25;2.858,50;251,25;410,50
28.03.2024 04:00;28.03.2024 04:15;2.625,75;2.945,00;319,25;380,75
28.03.2024 04:15;28.03.2024 04:30;2.672,50;2.991,75;319,25;365,25
28.03.2024 04:30;28.03.2024 04:45;2.668,00;2.986,00;318,00;301,50
28.03.2024 04:45;28.03.2024 05:00;2.727,50;3.077,75;350,25;312,75
28.03.2024 05:00;28.03.2024 05:15;2.768,75;2.908,75;140,00;335,50
28.03.2024 05:15;28.03.2024 05:30;2.826,00;2.921,25;95,25;437,25
28.03.2024 05:30;28.03.2024 05:45;2.859,50;2.920,25;60,75;485,50
28.03.2024 05:45;28.03.2024 06:00;2.911,00;2.926,00;15,00;536,50
28.03.2024 06:00;28.03.2024 06:15;3.004,00;3.048,00;44,00;639,50
28.03.2024 06:15;28.03.2024 06:30;3.064,25;3.066,00;1,75;748,25
28.03.2024 06:30;28.03.2024 06:45;3.128,75;3.129,25;0,50;843,25
28.03.2024 06:45;28.03.2024 07:00;3.181,75;3.182,50;0,75;931,75
28.03.2024 07:00;28.03.2024 07:15;3.281,50;3.281,50;0,00;1.010,25
28.03.2024 07:15;28.03.2024 07:30;3.311,25;3.313,00;1,75;998,25
28.03.2024 07:30;28.03.2024 07:45;3.339,25;3.340,50;1,25;1.033,00
28.03.2024 07:45;28.03.2024 08:00;3.369,50;3.370,75;1,25;1.080,25
28.03.2024 08:00;28.03.2024 08:15;3.369,25;3.370,50;1,25;1.046,75
28.03.2024 08:15;28.03.2024 08:30;3.409,25;3.410,75;1,50;1.011,75
28.03.2024 08:30;28.03.2024 08:45;3.426,25;3.429,25;3,00;936,75
28.03.2024 08:45;28.03.2024 09:00;3.373,75;3.376,25;2,50;738,75
28.03.2024 09:00;28.03.2024 09:15;3.246,50;3.249,75;3,25;541,00
28.03.2024 09:15;28.03.2024 09:30;3.269,00;3.271,50;2,50;360,50
28.03.2024 09:30;28.03.2024 09:45;3.257,00;3.261,50;4,50;213,25
28.03.2024 09:45;28.03.2024 10:00;3.272,50;3.319,75;47,25;147,00
28.03.2024 10:00;28.03.2024 10:15;3.155,75;3.252,75;97,00;-13,00
28.03.2024 10:15;28.03.2024 10:30;3.213,50;3.260,50;47,00;-13,25
28.03.2024 10:30;28.03.2024 10:45;3.193,50;3.238,25;44,75;-161,00
28.03.2024 10:45;28.03.2024 11:00;3.214,75;3.261,00;46,25;-309,25
28.03.2024 11:00;28.03.2024 11:15;3.285,25;3.475,50;190,25;-413,50
28.03.2024 11:15;28.03.2024 11:30;3.316,75;3.572,25;255,50;-545,75
28.03.2024 11:30;28.03.2024 11:45;3.295,50;3.655,75;360,25;-679,25
28.03.2024 11:45;28.03.2024 12:00;3.275,00;3.718,75;443,75;-752,25
28.03.2024 12:00;28.03.2024 12:15;3.392,25;3.764,00;371,75;-853,00
28.03.2024 12:15;28.03.2024 12:30;3.376,75;3.826,00;449,25;-1.020,50
28.03.2024 12:30;28.03.2024 12:45;3.343,00;3.849,00;506,00;-1.169,75
28.03.2024 12:45;28.03.2024 13:00;3.321,25;3.829,50;508,25;-1.218,75
28.03.2024 13:00;28.03.2024 13:15;3.414,25;3.771,25;357,00;-1.176,25
28.03.2024 13:15;28.03.2024 13:30;3.455,25;3.906,00;450,75;-1.210,50
28.03.2024 13:30;28.03.2024 13:45;3.458,00;3.976,50;518,50;-1.250,00
28.03.2024 13:45;28.03.2024 14:00;3.421,00;3.939,75;518,75;-1.212,50
28.03.2024 14:00;28.03.2024 14:15;3.403,00;3.921,00;518,00;-1.179,25
28.03.2024 14:15;28.03.2024 14:30;3.413,75;3.930,50;516,75;-1.081,25
28.03.2024 14:30;28.03.2024 14:45;3.407,75;3.923,75;516,00;-992,25
28.03.2024 14:45;28.03.2024 15:00;3.374,25;3.889,25;515,00;-949,50
28.03.2024 15:00;28.03.2024 15:15;3.409,50;3.918,25;508,75;-870,50
28.03.2024 15:15;28.03.2024 15:30;3.406,00;3.849,25;443,25;-803,25
28.03.2024 15:30;28.03.2024 15:45;3.384,00;3.824,25;440,25;-814,00
28.03.2024 15:45;28.03.2024 16:00;3.381,50;3.804,50;423,00;-708,00
28.03.2024 16:00;28.03.2024 16:15;3.370,75;3.504,25;133,50;-650,75
28.03.2024 16:15;28.03.2024 16:30;3.293,25;3.364,75;71,50;-607,25
28.03.2024 16:30;28.03.2024 16:45;3.265,25;3.341,75;76,50;-492,00
28.03.2024 16:45;28.03.2024 17:00;3.251,00;3.338,00;87,00;-390,00
28.03.2024 17:00;28.03.2024 17:15;3.279,50;3.286,50;7,00;-267,75
28.03.2024 17:15;28.03.2024 17:30;3.225,00;3.225,25;0,25;-153,50
28.03.2024 17:30;28.03.2024 17:45;3.107,50;3.107,75;0,25;-77,00
28.03.2024 17:45;28.03.2024 18:00;3.124,25;3.124,75;0,50;109,00
28.03.2024 18:00;28.03.2024 18:15;3.140,75;3.140,75;0,00;339,25
28.03.2024 18:15;28.03.2024 18:30;3.185,25;3.185,25;0,00;524,25
28.03.2024 18:30;28.03.2024 18:45;3.224,00;3.224,00;0,00;696,00
28.03.2024 18:45;28.03.2024 19:00;3.318,75;3.318,75;0,00;806,75
28.03.2024 19:00;28.03.2024 19:15;3.427,50;3.427,50;0,00;951,25
28.03.2024 19:15;28.03.2024 19:30;3.423,75;3.423,75;0,00;929,50
28.03.2024 19:30;28.03.2024 19:45;3.380,50;3.380,50;0,00;928,75
28.03.2024 19:45;28.03.2024 20:00;3.328,25;3.328,25;0,00;958,50
28.03.2024 20:00;28.03.2024 20:15;3.231,50;3.231,75;0,25;941,75
28.03.2024 20:15;28.03.2024 20:30;3.160,50;3.160,75;0,25;860,25
28.03.2024 20:30;28.03.2024 20:45;3.087,75;3.088,00;0,25;744,25
28.03.2024 20:45;28.03.2024 21:00;3.114,25;3.114,50;0,25;703,25
28.03.2024 21:00;28.03.2024 21:15;3.045,25;3.045,75;0,50;652,50
28.03.2024 21:15;28.03.2024 21:30;2.990,00;2.991,75;1,75;689,00
28.03.2024 21:30;28.03.2024 21:45;2.970,00;2.971,75;1,75;774,50
28.03.2024 21:45;28.03.2024 22:00;2.971,75;2.973,75;2,00;771,75
28.03.2024 22:00;28.03.2024 22:15;2.951,25;2.955,75;4,50;733,00
28.03.2024 22:15;28.03.2024 22:30;2.964,25;2.968,75;4,50;733,50
28.03.2024 22:30;28.03.2024 22:45;2.948,00;2.952,50;4,50;700,00
28.03.2024 22:45;28.03.2024 23:00;2.923,00;2.928,00;5,00;665,50
28.03.2024 23:00;28.03.2024 23:15;2.837,50;2.900,00;62,50;540,25
28.03.2024 23:15;28.03.2024 23:30;2.811,00;2.885,75;74,75;466,00
28.03.2024 23:30;28.03.2024 23:45;2.790,25;2.863,75;73,50;415,25
28.03.2024 23:45;29.03.2024 00:00;2.755,50;2.832,50;77,00;369,00
29.03.2024 00:00;29.03.2024 00:15;2.686,25;2.834,75;148,50;267,75
29.03.2024 00:15;29.03.2024 00:30;2.638,00;2.788,00;150,00;188,25
29.03.2024 00:30;29.03.2024 00:45;2.604,00;2.754,00;150,00;127,00
29.03.2024 00:45;29.03.2024 01:00;2.584,50;2.734,50;150,00;101,25
29.03.2024 01:00;29.03.2024 01:15;2.568,50;2.784,25;215,75;147,00
29.03.2024 01:15;29.03.2024 01:30;2.555,75;2.779,75;224,00;193,25
29.03.2024 01:30;29.03.2024 01:45;2.477,75;2.700,75;223,00;180,50
29.03.2024 01:45;29.03.2024 02:00;2.417,50;2.642,25;224,75;115,50
29.03.2024 02:00;29.03.2024 02:15;2.376,00;2.597,00;221,00;137,75
29.03.2024 02:15;29.03.2024 02:30;2.360,00;2.587,25;227,25;168,25
29.03.2024 02:30;29.03.2024 02:45;2.338,25;2.561,00;222,75;189,50
29.03.2024 02:45;29.03.2024 03:00;2.333,75;2.561,75;228,00;192,50
29.03.2024 03:00;29.03.2024 03:15;2.311,00;2.664,00;353,00;178,75
29.03.2024 03:15;29.03.2024 03:30;2.318,50;2.681,75;363,25;189,50
29.03.2024 03:30;29.03.2024 03:45;2.303,00;2.659,50;356,50;170,25
29.03.2024 03:45;29.03.2024 04:00;2.338,25;2.699,75;361,50;164,25
29.03.2024 04:00;29.03.2024 04:15;2.354,75;2.799,75;445,00;132,50
29.03.2024 04:15;29.03.2024 04:30;2.375,25;2.822,00;446,75;73,75
29.03.2024 04:30;29.03.2024 04:45;2.382,25;2.827,75;445,50;54,00
29.03.2024 04:45;29.03.2024 05:00;2.361,25;2.804,75;443,50;7,25
29.03.2024 05:00;29.03.2024 05:15;2.373,75;2.811,25;437,50;13,00
29.03.2024 05:15;29.03.2024 05:30;2.425,25;2.865,00;439,75;20,50
29.03.2024 05:30;29.03.2024 05:45;2.443,75;2.885,50;441,75;-10,25
29.03.2024 05:45;29.03.2024 06:00;2.425,50;2.867,25;441,75;-117,75
29.03.2024 06:00;29.03.2024 06:15;2.421,75;2.721,50;299,75;-193,75
29.03.2024 06:15;29.03.2024 06:30;2.449,00;2.750,75;301,75;-169,75
29.03.2024 06:30;29.03.2024 06:45;2.476,00;2.786,50;310,50;-236,75
29.03.2024 06:45;29.03.2024 07:00;2.537,00;2.839,00;302,00;-146,25
29.03.2024 07:00;29.03.2024 07:15;2.548,00;2.660,75;112,75;-136,75
29.03.2024 07:15;29.03.2024 07:30;2.583,00;2.690,25;107,25;-93,50
29.03.2024 07:30;29.03.2024 07:45;2.620,75;2.728,00;107,25;-18,25
29.03.2024 07:45;29.03.2024 08:00;2.677,25;2.784,75;107,50;77,25
29.03.2024 08:00;29.03.2024 08:15;2.717,25;2.823,00;105,75;114,50
29.03.2024 08:15;29.03.2024 08:30;2.710,25;2.807,75;97,50;113,50
29.03.2024 08:30;29.03.2024 08:45;2.755,25;2.852,75;97,50;189,00
29.03.2024 08:45;29.03.2024 09:00;2.785,75;2.885,25;99,50;138,75
29.03.2024 09:00;29.03.2024 09:15;2.786,00;2.952,50;166,50;97,25
29.03.2024 09:15;29.03.2024 09:30;2.771,75;2.939,25;167,50;90,50
29.03.2024 09:30;29.03.2024 09:45;2.817,25;2.991,25;174,00;98,50
29.03.2024 09:45;29.03.2024 10:00;2.871,00;3.052,50;181,50;61,00
29.03.2024 10:00;29.03.2024 10:15;2.892,25;3.281,25;389,00;1,00
29.03.2024 10:15;29.03.2024 10:30;2.911,50;3.353,00;441,50;25,50
29.03.2024 10:30;29.03.2024 10:45;2.925,25;3.413,75;488,50;10,00
29.03.2024 10:45;29.03.2024 11:00;2.918,50;3.402,00;483,50;-42,00
29.03.2024 11:00;29.03.2024 11:15;3.022,50;3.509,25;486,75;-34,00
29.03.2024 11:15;29.03.2024 11:30;3.085,00;3.576,50;491,50;-42,25
